id,title,release_date,popularity,vote_average,vote_count
115210,Stitches,2012-10-05,11.452,6.321,404
12912,Chaos Theory,2008-04-11,16.846,6.321,368
10358,Zack and Miri Make a Porno,2008-09-18,40.393,6.321,2365
8839,Casper,1995-05-26,39.188,6.321,4517
430231,The Endless,2017-11-05,13.167,6.3,1057
22824,The Fourth Kind,2009-11-05,31.567,6.3,1675
9407,Red Corner,1997-10-30,19.316,6.3,349
429351,12 Strong,2018-01-18,38.432,6.3,2906
31867,Repo Men,2010-03-18,17.47,6.318,1873
11034,The Great Gatsby,1974-03-27,16.811,6.318,466
10314,She's All That,1999-01-29,30.692,6.318,2046
9273,Ace Ventura: When Nature Calls,1995-11-10,33.807,6.317,4076
9101,Down Periscope,1996-03-01,20.06,6.318,431
986070,The Wrath of Becky,2023-05-26,35.945,6.316,304
478860,Proxima,2019-11-27,15.276,6.317,391
431530,A Bad Moms Christmas,2017-08-04,17.264,6.317,2035
326423,Barbershop: The Next Cut,2016-04-15,17.887,6.317,447
145220,Muppets Most Wanted,2014-03-20,20.103,6.317,802
52520,Underworld: Awakening,2012-01-19,37.075,6.317,3999
26170,Coogan's Bluff,1968-10-02,16.185,6.3,317
9273,Ace Ventura: When Nature Calls,1995-11-10,33.807,6.317,4076
511987,Crawl,2019-07-11,30.635,6.316,3051
447200,Skyscraper,2018-07-11,34.516,6.316,4896
145135,Dark Skies,2013-02-21,21.671,6.316,1749
41283,Faster,2010-11-23,31.003,6.316,1858
355547,The Star,2017-11-15,15.81,6.317,526
333669,Bastille Day,2016-04-22,21.771,6.315,1332
257445,Goosebumps,2015-08-05,41.013,6.314,3696
1649,Bill & Ted's Bogus Journey,1991-07-19,28.076,6.3,1179
407439,Mary Magdalene,2018-03-15,26.045,6.3,511
399361,Triple Frontier,2019-03-06,28.861,6.312,3124
152599,The Immigrant,2013-11-27,21.358,6.3,809
14177,Beauty Shop,2005-04-22,22.218,6.312,491
9043,The Family Stone,2005-12-15,12.794,6.312,934
458344,"Juliet, Naked",2018-08-16,14.938,6.3,468
137116,Smurfs: The Lost Village,2017-03-23,43.582,6.311,1411
18892,Jawbreaker,1999-01-30,21.476,6.311,516
4953,Be Kind Rewind,2008-01-20,11.916,6.311,1311
505379,Rebecca,2020-10-16,15.104,6.31,1065
296099,Vacation,2015-07-28,40.792,6.31,3659
283227,A Little Chaos,2015-03-26,9.673,6.31,649
27581,The Other Guys,2010-08-06,48.223,6.31,4095
16577,Astro Boy,2009-10-15,31.499,6.309,1492
758009,Shotgun Wedding,2022-12-28,36.199,6.309,1141
60599,Arbitrage,2012-09-14,10.356,6.309,834
16996,17 Again,2009-03-11,46.557,6.3,5049
5289,Chaos,2005-01-17,17.256,6.309,1020
87421,Riddick,2013-09-02,37.58,6.3,3993
28355,Case 39,2009-08-13,26.026,6.3,2186
26515,Pumpkinhead,1988-06-09,20.36,6.308,448
15239,The Toxic Avenger,1984-05-15,24.353,6.308,533
11358,Walking Tall,2004-04-02,26.981,6.308,1461
11088,Heist,2001-11-09,15.895,6.308,530
7737,Resident Evil: Extinction,2007-09-20,10.718,6.3,4074
455,Bend It Like Beckham,2002-04-11,18.087,6.308,1856
462919,Sierra Burgess Is a Loser,2018-09-07,14.843,6.307,3396
214756,Ted 2,2015-06-25,81.666,6.306,7356
179,The Interpreter,2005-04-08,32.206,6.308,1400
437557,Blockers,2018-03-14,30.208,6.3,1957
146721,Carne,1968-10-24,12.776,6.3,520
82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,23.895,6.307,942
39385,Would I Lie to You?,1997-04-01,8.004,6.306,505
512196,Happy Death Day 2U,2019-02-13,35.016,6.305,3322
18736,The Lizzie McGuire Movie,2003-05-02,27.228,6.305,1243
352186,Good Kids,2016-07-29,16.23,6.304,304
83186,Wrong,2012-09-05,6.358,6.304,331
79643,Anche se è amore non si vede,2011-11-23,7.612,6.304,349
11495,Firestarter,1984-05-11,15.05,6.304,672
10431,War,2007-08-24,29.034,6.304,1713
8689,Cannibal Holocaust,1980-02-07,32.137,6.3,1601
323373,Deathgasm,2015-08-28,10.719,6.3,576
9945,Vampires,1998-10-30,15.301,6.3,1213
9882,The Siege,1998-11-06,18.01,6.303,1299
71552,American Reunion,2012-04-04,47.08,6.301,4354
12146,The Missing,2003-11-26,21.167,6.302,601
2453,Harley Davidson and the Marlboro Man,1991-08-23,22.079,6.302,416
567690,Dear Evan Hansen,2021-09-24,20.119,6.3,316
439998,Omicidio all'italiana,2017-03-02,6.192,6.301,400
369781,Public Friends,2016-02-17,8.699,6.301,364
186992,Stranger by the Lake,2013-06-12,14.034,6.3,415
71552,American Reunion,2012-04-04,47.08,6.301,4354
201,Star Trek: Nemesis,2002-12-13,27.041,6.301,1390
460846,Security,2017-03-04,27.199,6.3,851
288036,Sleeping with Other People,2015-06-26,13.941,6.3,883
8386,How High,2001-12-21,27.584,6.3,926
396493,Creep 2,2017-10-14,12.646,6.299,770
36419,After.Life,2009-11-07,27.208,6.299,1098
26390,Brooklyn's Finest,2010-03-04,14.816,6.299,887
9354,"Honey, I Shrunk the Kids",1989-06-23,29.325,6.299,2982
1619,The Way of the Gun,2000-09-08,19.559,6.299,416
638965,Mandibles,2021-05-19,10.223,6.298,534
627463,The Assistant,2020-01-31,21.728,6.298,435
455656,#realityhigh,2017-07-17,15.986,6.298,1017
25983,The House of the Devil,2009-10-30,16.19,6.3,724
11905,The Company of Wolves,1984-09-21,12.61,6.3,314
10426,Friday After Next,2002-11-22,14.378,6.298,398
8388,¡Three Amigos!,1986-12-12,21.382,6.298,954
810,Shrek the Third,2007-05-17,90.443,6.298,8861
13641,The Air I Breathe,2007-02-07,16.697,6.3,350
10380,An American Tail: Fievel Goes West,1991-11-21,21.31,6.3,703
9490,Half Baked,1998-01-16,23.776,6.297,543
4351,Bordertown,2007-02-22,12.549,6.297,313
689700,Clean,2022-01-28,17.688,6.295,347
505058,Unfriended: Dark Web,2018-07-19,29.602,6.296,1500
453405,Gemini Man,2019-10-02,41.51,6.296,5029
75761,John Dies at the End,2013-01-25,12.134,6.297,642
41630,No Strings Attached,2011-01-21,40.831,6.296,4623
40205,16 Wishes,2010-10-02,29.998,6.296,1297
9349,Universal Soldier,1992-07-10,30.611,6.296,1656
8386,How High,2001-12-21,27.584,6.3,926
2309,Inkheart,2008-12-11,25.597,6.3,2074
35019,Nanny McPhee and the Big Bang,2010-03-26,38.385,6.295,1794
12100,Windtalkers,2002-06-14,26.433,6.295,1243
419680,Daddy's Home 2,2017-11-09,29.614,6.294,2479
376134,The Discovery,2017-03-31,11.879,6.294,1282
279641,Whiskey Tango Foxtrot,2016-03-04,16.071,6.3,947
59981,Legends of Oz: Dorothy's Return,2014-05-08,14.795,6.294,362
7095,Jack,1996-08-09,24.418,6.3,1230
601844,Becky,2020-07-23,16.66,6.291,553
264729,Off Course,2015-03-03,9.899,6.293,329
11619,Flushed Away,2006-10-22,60.359,6.294,3726
631842,Knock at the Cabin,2023-02-01,36.274,6.3,2503
207768,I Spit on Your Grave 2,2013-08-25,43.369,6.292,1243
12309,Bachelor Party,1984-06-29,26.471,6.291,631
9515,The Matador,2005-05-12,9.959,6.3,449
9477,King Arthur,2004-07-07,47.892,6.292,2653
449755,Christmas Inheritance,2017-12-15,12.569,6.291,812
12611,The Fury,1978-03-10,20.073,6.3,347
9715,Hope Floats,1998-05-29,15.307,6.291,414
8966,Twilight,2008-11-20,104.405,6.291,13314
270938,Falcon Rising,2014-09-05,22.527,6.29,329
63710,Honey 2,2011-06-23,15.99,6.29,389
44706,The Bet,1997-10-15,7.917,6.29,450
11845,Intimacy,2001-01-20,23.148,6.3,497
11186,Child's Play 2,1990-11-09,32.426,6.291,1786
703451,Your Place or Mine,2023-02-10,12.896,6.289,741
526019,Like a Boss,2020-01-09,13.551,6.289,624
703451,Your Place or Mine,2023-02-10,12.896,6.289,741
526019,Like a Boss,2020-01-09,13.551,6.289,624
443791,Underwater,2020-01-08,30.518,6.288,3054
22804,Saw VI,2009-10-22,30.114,6.288,3141
11041,The Beverly Hillbillies,1993-10-15,24.481,6.288,524
11007,Cheaper by the Dozen,2003-12-24,28.69,6.3,2731
541305,Kajillionaire,2020-09-25,14.279,6.287,442
290595,The Huntsman: Winter's War,2016-04-06,30.359,6.287,4740
149509,Horns,2013-09-06,18.001,6.287,2261
133694,Promised Land,2012-09-23,29.666,6.287,666
102780,Byzantium,2013-04-11,13.729,6.287,830
39414,Paper Man,2009-06-15,10.71,6.287,317
14976,Rachel Getting Married,2008-09-03,21.855,6.3,552
13567,Sleepaway Camp,1983-11-18,25.629,6.287,665
11449,The Amityville Horror,1979-07-27,26.02,6.287,888
11352,Always,1989-12-22,11.315,6.287,580
483906,Polar,2019-01-25,30.426,6.286,2153
339967,Colossal,2017-04-06,24.715,6.286,2025
157845,The Rover,2014-06-04,15.599,6.3,926
72710,The Host,2013-03-22,27.991,6.286,3870
852448,I Came By,2022-08-19,12.809,6.285,653
4964,Knocked Up,2007-06-01,26.432,6.285,3895
1880,Red Dawn,1984-08-10,51.098,6.285,777
451500,Christmas & Co.,2017-12-06,7.503,6.284,584
339967,Colossal,2017-04-06,24.715,6.286,2025
714869,Serial (Bad) Weddings 3,2021-12-21,18.88,6.283,352
86812,Sound of My Voice,2011-01-22,9.512,6.283,353
86331,Desire,2011-10-06,61.112,6.283,1212
15947,The Three Caballeros,1944-12-21,27.483,6.283,695
801071,The Jack in the Box: Awakening,2022-02-24,29.182,6.282,337
525554,The Bouncer,2018-08-22,17.38,6.3,344
50698,Grave Encounters,2011-09-09,20.262,6.3,1441
438590,A-X-L,2018-08-23,20.197,6.281,1157
328111,The Secret Life of Pets,2016-06-18,15.168,6.281,7968
11060,Internal Affairs,1990-01-12,16.514,6.281,376
9543,Prince of Persia: The Sands of Time,2010-05-19,52.156,6.3,6627
8856,The Karate Kid Part II,1986-06-18,39.435,6.281,2131
169,Predator 2,1990-11-21,57.747,6.281,3217
606625,Follow Me,2020-07-03,14.997,6.28,484
514999,Murder Mystery,2019-05-25,25.011,6.3,4369
199373,The Frozen Ground,2013-07-11,20.626,6.28,1425
38303,You Again,2010-09-23,16.527,6.28,1225
689723,Dangerous Lies,2020-04-30,17.445,6.279,854
514999,Murder Mystery,2019-05-25,25.011,6.279,4369
10029,Very Bad Things,1998-09-11,13.705,6.3,594
4917,A Boy and His Dog,1975-03-23,14.441,6.279,331
2320,Executive Decision,1996-03-15,32.725,6.279,899
137321,Winter's Tale,2014-02-13,17.124,6.278,1312
13335,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,26.616,6.278,1449
9494,Look Who's Talking,1989-10-12,31.692,6.278,2257
606234,Archive,2020-08-13,26.841,6.277,674
280092,Insidious: Chapter 3,2015-05-28,35.017,6.277,3301
158852,Tomorrowland,2015-05-19,67.564,6.277,6886
10307,Stigmata,1999-09-02,17.569,6.277,1070
587693,A Christmas Prince: The Royal Baby,2019-12-05,11.665,6.276,529
580532,Crisis,2021-02-26,17.233,6.276,337
255343,Escobar: Paradise Lost,2014-10-11,29.341,6.276,762
19901,Daybreakers,2010-01-06,24.341,6.276,1911
14728,The Librarian: The Curse of the Judas Chalice,2008-10-25,32.591,6.3,462
13515,Mirrors,2008-08-15,39.417,6.276,1797
11191,Mystic Pizza,1988-10-13,20.219,6.3,496
9605,Single White Female,1992-08-14,14.143,6.3,586
9486,Johnny English,2003-03-14,28.917,6.275,3391
8845,Under Siege,1992-10-08,25.697,6.276,1509
7459,Speed Racer,2008-05-07,23.967,6.276,1521
425336,Loving Pablo,2017-10-12,23.32,6.275,978
399248,Beirut,2018-04-11,11.933,6.275,535
274167,Daddy's Home,2015-12-25,25.141,6.275,3126
16441,The Beastmaster,1982-08-16,20.765,6.275,387
11465,Great Balls of Fire!,1989-06-30,16.566,6.275,305
817,Austin Powers: The Spy Who Shagged Me,1999-06-08,50.608,6.275,3254
517302,Hatching,2022-03-04,18.781,6.274,402
463272,Johnny English Strikes Again,2018-09-13,26.831,6.274,2431
446101,Assassination Nation,2018-09-21,18.554,6.3,817
58244,Upside Down,2012-09-27,22.286,6.274,2439
4787,Cassandra's Dream,2007-10-31,12.394,6.274,761
2171,Wet Hot American Summer,2001-07-27,12.249,6.274,781
2080,X-Men Origins: Wolverine,2009-04-28,8.291,6.274,10347
468219,Dead in a Week (Or Your Money Back),2018-09-12,10.874,6.273,332
432613,"Marry Me, Dude",2017-10-25,11.441,6.273,959
354216,The Devil's Candy,2016-12-15,8.756,6.273,633
267935,The BFG,2016-06-01,44.92,6.3,3310
181283,Child 44,2015-03-15,27.018,6.273,1617
16325,Echelon Conspiracy,2009-02-27,21.778,6.273,444
9440,Primary Colors,1998-03-20,16.39,6.273,306
3172,Bandits,2001-10-12,18.867,6.274,952
36643,The World Is Not Enough,1999-11-17,35.143,6.272,2852
26389,From Paris with Love,2010-02-04,24.882,6.271,1948
11625,Asterix and the Big Fight,1989-10-04,19.29,6.272,613
8843,The Cell,2000-08-17,23.061,6.272,1502
7553,Waiting...,2005-10-07,33.306,6.272,825
1599,I ♥ Huckabees,2004-09-10,16.441,6.272,626
134374,Pain & Gain,2013-04-18,67.866,6.271,4378
132232,Mama,2013-01-17,59.456,6.271,4078
10447,No Escape,1994-04-29,17.256,6.271,409
760868,Black Crab,2022-03-18,18.233,6.27,806
37609,The Cheetah Girls 2,2006-07-31,20.293,6.3,395
14207,The Librarian: Quest for the Spear,2004-07-12,34.677,6.3,621
10483,Death Race,2008-08-22,44.456,6.27,3684
284276,Cake,2014-09-07,18.199,6.269,882
655082,Eiffel,2021-10-07,12.221,6.3,645
245706,True Story,2015-04-17,18.674,6.265,1928
174772,Europa Report,2013-06-27,22.514,6.268,1352
63197,Megan Is Missing,2011-05-01,64.334,6.268,663
10534,White Squall,1996-02-02,15.966,6.268,351
9373,The Texas Chainsaw Massacre,2003-05-21,41.679,6.268,2578
8838,Mercury Rising,1998-04-03,18.196,6.268,1483
155084,13 Sins,2014-04-11,22.654,6.262,1069
43200,Basilicata Coast to Coast,2010-04-09,5.063,6.267,372
34851,Predators,2010-07-03,40.257,6.267,4032
34813,The Losers,2010-04-23,26.546,6.267,1781
10651,The Dead Pool,1988-07-13,23.446,6.3,813
747688,Yara,2021-10-18,9.394,6.266,374
515841,I Am Not an Easy Man,2018-04-13,16.617,6.266,982
142320,Viva l'Italia,2012-10-25,7.757,6.3,352
82696,Hope Springs,2012-08-07,12.962,6.264,760
10699,Hero,1992-10-02,21.338,6.264,475
652483,Airplane Mode,2020-01-23,11.249,6.263,698
334521,Free Fire,2017-03-31,15.177,6.3,1092
158015,The Purge,2013-05-31,57.427,6.263,8263
29427,The Crazies,2010-02-26,20.17,6.263,1992
24124,The Burning,1981-05-08,18.231,6.3,384
14353,Repo! The Genetic Opera,2008-11-07,18.244,6.3,320
11238,Aladdin and the King of Thieves,1996-05-20,36.76,6.263,1817
2246,Malice,1993-09-29,18.793,6.3,446
608195,Ghosts of War,2020-07-03,13.232,6.262,530
303542,The Invisible Boy,2014-12-18,10.764,6.3,933
155084,13 Sins,2014-04-11,22.654,6.262,1070
71677,Assassination Games,2011-07-28,11.029,6.262,387
461130,Code 8,2019-12-06,31.265,6.261,1937
428399,Cold Skin,2017-10-20,14.847,6.261,605
305470,Power Rangers,2017-03-23,54.711,6.261,4352
49021,Killer Elite,2011-09-22,31.424,6.261,2082
15997,The Land Before Time II: The Great Valley Adventure,1994-12-12,27.626,6.3,533
14208,The Librarian: Return to King Solomon's Mines,2006-09-09,34.311,6.3,559
891699,Silent Night,2023-11-30,52.006,6.26,693
520023,Bodies Bodies Bodies,2022-08-05,30.53,6.26,1053
182415,"White as Milk, Red as Blood",2013-04-02,8.797,6.26,608
25913,Balto II: Wolf Quest,2002-02-19,13.811,6.26,511
11954,Lifeforce,1985-06-21,28.845,6.3,582
11342,Warlock,1989-06-01,14.189,6.26,382
599975,Countdown,2019-10-24,40.449,6.259,2080
9896,Rat Race,2001-08-17,21.852,6.259,1744
1537,Changing Lanes,2002-04-07,30.945,6.259,1073
952701,Return to Seoul,2022-11-18,13.42,6.258,329
406563,Insidious: The Last Key,2018-01-03,40.687,6.258,2850
351809,To Steal from a Thief,2016-03-03,11.566,6.258,363
117974,Sightseers,2012-11-30,9.598,6.258,495
14373,Death Wish II,1982-02-20,25.761,6.258,452
13637,Sukiyaki Western Django,2007-09-15,17.841,6.258,322
518452,Like Father,2018-08-03,9.984,6.257,653
301272,Let's Go to the Country,2014-11-06,6.847,6.257,441
246080,Black Sea,2014-12-05,16.724,6.257,1075
438396,Unknown Origins,2020-08-28,10.247,6.256,409
345940,The Meg,2018-08-09,64.05,6.256,7526
260346,Taken 3,2014-12-16,80.77,6.256,5655
8984,Disclosure,1994-12-09,17.556,6.256,1143
571495,The Ruthless,2019-04-08,11.698,6.255,404
323675,Ride Along 2,2016-01-14,18.269,6.255,1637
10735,What a Girl Wants,2003-03-27,27.999,6.255,1589
9104,Buffalo Soldiers,2002-10-31,10.082,6.255,304
6282,Coyote Ugly,2000-07-30,24.811,6.255,2038
704239,The Union,2024-08-15,831.225,6.25,558
168530,Ride Along,2014-01-07,25.688,6.254,2211
49022,Something Borrowed,2011-05-05,17.557,6.254,1016
10294,Vacancy,2007-04-20,22.713,6.254,1428
627290,Antebellum,2020-09-02,14.028,6.3,889
526007,The Night Clerk,2020-02-19,27.986,6.253,747
301355,Message from the King,2017-05-10,11.246,6.253,434
259695,Live by Night,2016-12-25,15.616,6.3,1279
259694,How to Be Single,2016-02-08,40.931,6.253,3165
12103,Don't Say a Word,2001-09-28,22.012,6.253,891
990691,Loving Adults,2022-08-26,19.505,6.252,300
116741,The Internship,2013-06-07,1.348,6.253,4102
1492,1492: Conquest of Paradise,1992-10-09,29.268,6.252,809
513268,Body Cam,2020-05-19,19.474,6.251,346
457435,Return of the Hero,2018-02-14,8.575,6.251,580
291276,Unlocked,2017-04-27,19.575,6.3,1085
146239,Delivery Man,2013-10-10,25.205,6.25,1454
10743,Confidence,2003-04-25,15.033,6.2,430
2332,Taxi 2,2000-03-25,24.607,6.248,1693
1248,Hannibal Rising,2007-02-06,7.959,6.25,2166
2085,Romeo Must Die,2000-03-22,27.909,6.249,1158
452015,Psychokinesis,2018-01-31,14.098,6.248,303
721625,Songbird,2020-12-10,18.183,6.247,730
467660,Unsane,2018-03-22,22.034,6.247,1478
15969,The Return of Jafar,1994-05-20,31.254,6.247,3312
693,Meet the Fockers,2004-12-22,29.8,6.247,4687
244458,The Voices,2014-01-19,17.207,6.246,1714
1689,Little Buddha,1993-12-01,16.311,6.246,395
463821,The House with a Clock in Its Walls,2018-09-15,31.146,6.245,2114
254128,San Andreas,2015-05-27,90.061,6.245,8427
38167,Eat Pray Love,2010-08-12,27.346,6.2,2395
14326,Nights in Rodanthe,2008-09-26,23.595,6.245,581
9922,The Postman,1997-12-25,23.455,6.245,1049
4959,The International,2009-02-03,15.193,6.245,1215
2135,The Time Machine,2002-03-04,27.897,6.247,2224
814800,Goodnight Mommy,2022-09-16,18.94,6.244,432
502682,Book Club,2018-05-18,19.296,6.244,767
457041,Elizabeth Harvest,2018-08-10,11.769,6.244,332
457041,Elizabeth Harvest,2018-08-10,11.769,6.244,332
15037,Can't Hardly Wait,1998-06-12,24.45,6.2,512
12253,Biker Boyz,2003-01-31,22.503,6.244,354
11459,Sky High,2005-07-29,39.022,6.244,2263
9686,New York Stories,1989-03-10,10.71,6.2,362
589761,Chernobyl: Abyss,2021-04-15,32.695,6.243,498
291351,The Sea of Trees,2016-04-27,9.976,6.243,483
48395,Rare Exports: A Christmas Tale,2010-12-03,16.847,6.2,542
27578,The Expendables,2010-08-03,63.592,6.243,7627
10207,Message in a Bottle,1999-02-22,14.959,6.243,751
9378,Thir13en Ghosts,2001-10-26,28.772,6.243,2060
516329,Antlers,2021-10-28,23.338,6.242,1069
503736,Army of the Dead,2021-05-14,41.239,6.242,3928
433808,The Ritual,2017-10-11,50.148,6.242,2915
79548,Gone,2012-02-23,13.584,6.242,1130
24924,Night of the Demons,1988-10-14,13.89,6.2,327
10188,The Sisterhood of the Traveling Pants 2,2008-08-06,18.122,6.2,757
4520,Sleuth,2007-10-12,11.588,6.242,523
736918,The Noel Diary,2022-11-24,12.188,6.241,347
644092,Finding ʻOhana,2021-01-29,22.003,6.241,409
9358,Final Destination 2,2003-01-31,46.921,6.241,3969
184346,Deliver Us from Evil,2014-07-01,27.74,6.24,2002
9822,Mighty Joe Young,1998-12-25,19.225,6.241,788
11862,Father of the Bride Part II,1995-12-08,21.124,6.239,723
10521,Bride Wars,2009-01-09,28.623,6.239,2976
10410,Hoffa,1992-12-25,12.507,6.239,308
9705,Swordfish,2001-06-08,29.924,6.238,2619
5172,The Astronaut Farmer,2007-02-23,11.085,6.239,327
1588,Bring It On,2000-08-25,20.445,6.239,1665
597433,Beckett,2021-08-04,9.871,6.238,644
268531,Captain Underpants: The First Epic Movie,2017-06-01,46.938,6.238,1179
9801,Bridget Jones: The Edge of Reason,2004-11-10,21.083,6.238,2728
2770,American Pie 2,2001-08-10,44.382,6.2,4821
507,Killing Zoe,1993-10-01,14.185,6.238,326
738652,Copshop,2021-09-09,30.474,6.237,740
536437,Hypnotic,2023-05-11,46.516,6.237,1164
49494,The Eagle,2011-02-08,16.163,6.237,1262
11069,Tremors II: Aftershocks,1996-04-09,21.886,6.2,924
121734,"Tad, the Lost Explorer",2012-08-10,25.119,6.236,554
33217,Diary of a Wimpy Kid,2010-03-19,39.237,6.237,1561
196867,Annie,2014-12-18,62.246,6.236,1259
121734,"Tad, the Lost Explorer",2012-08-10,25.119,6.236,554
859235,Coup de Chance,2023-09-15,20.656,6.235,325
592695,Pleasure,2021-10-08,372.032,6.2,503
188222,Entourage,2015-06-03,33.497,6.2,986
141043,A Long Way Down,2014-03-20,18.768,6.2,858
24452,The Little Shop of Horrors,1960-08-05,17.722,6.235,390
3040,Night Watch,2004-06-27,17.547,6.235,717
209262,Parkland,2013-10-02,13.077,6.234,352
17466,Death Warrant,1990-09-14,28.091,6.234,546
11484,Rollerball,1975-06-25,15.932,6.234,513
510388,Villains,2019-09-20,9.746,6.233,386
296065,Last Shift,2014-10-25,20.092,6.233,579
58233,Johnny English Reborn,2011-09-15,27.88,6.233,3229
11702,The Replacement Killers,1998-02-06,17.161,6.233,494
9770,Mad City,1997-11-07,11.386,6.2,331
245703,Midnight Special,2016-02-18,21.725,6.232,1848
9598,Babe,1995-07-18,29.062,6.232,2838
455839,Time Trap,2018-06-22,28.567,6.231,1074
10498,Point of No Return,1993-03-19,17.282,6.2,679
1845,2 Days in Paris,2007-02-09,12.362,6.231,368
592480,Alice and the Mayor,2019-05-18,8.438,6.23,320
245703,Midnight Special,2016-02-18,21.725,6.232,1848
5072,Severance,2006-05-19,12.764,6.23,560
24929,Return of the Living Dead Part II,1988-01-15,20.385,6.229,582
10982,Hoodwinked!,2005-12-16,34.193,6.229,1717
984324,The Wages of Fear,2024-03-28,142.213,6.228,412
88794,J. Edgar,2011-11-09,12.872,6.228,2383
486101,There's No Place Like Home,2018-02-14,7.798,6.227,704
153518,The Angry Birds Movie,2016-05-11,43.224,6.226,3604
17281,Gigi,1958-05-15,13.93,6.2,309
15158,Phantasm II,1988-07-08,20.859,6.227,337
10479,Rules of Engagement,2000-04-07,21.719,6.227,682
2577,Code 46,2003-09-02,21.392,6.2,337
763149,Aftermath,2021-08-04,14.358,6.226,585
298250,Jigsaw,2017-10-25,27.326,6.2,3602
10730,King Kong,1976-09-08,25.098,6.226,817
9885,Wolf Creek,2005-09-16,22.152,6.226,1122
707,A View to a Kill,1985-05-24,34.625,6.226,1922
833097,Falling for Christmas,2022-11-10,13.128,6.225,729
800510,Kimi,2022-02-10,25.288,6.225,847
516700,Gundala,2019-08-29,9.067,6.225,309
384371,Roommates Wanted,2016-04-20,6.364,6.225,355
58151,Fright Night,2011-08-18,17.909,6.2,1894
41210,The Switch,2010-05-11,13.725,6.224,1854
12721,"No Retreat, No Surrender",1986-05-02,29.737,6.225,538
9805,(T)Raumschiff Surprise - Periode 1,2004-07-14,9.912,6.2,488
109414,This Is the End,2013-06-12,33.535,6.224,6253
76812,Black Butterfly,2017-05-26,15.322,6.224,517
49040,The Bourne Legacy,2012-08-08,34.976,6.224,5589
28794,The House by the Cemetery,1981-08-14,16.0,6.2,379
13888,Return to the Blue Lagoon,1991-08-02,49.466,6.224,1152
10303,The Jewel of the Nile,1985-08-01,22.341,6.224,1124
9962,The Good Girl,2002-01-12,16.298,6.227,612
8656,Deep Impact,1998-05-08,37.931,6.2,2919
2990,Pacific Heights,1990-09-28,16.08,6.224,359
369300,The Limehouse Golem,2016-10-18,17.603,6.223,628
329004,The Survivalist,2015-04-15,11.377,6.223,316
80585,Rock of Ages,2012-06-13,19.39,6.222,1244
15512,Monsters vs Aliens,2009-03-19,65.967,6.222,4550
15512,Monsters vs Aliens,2009-03-19,65.967,6.222,4550
14844,Chasing Liberty,2004-01-09,21.614,6.222,603
9694,One Missed Call,2003-11-03,15.321,6.222,409
375355,Don't Hang Up,2016-10-22,14.197,6.221,517
9369,Asterix Conquers America,1994-09-29,19.568,6.221,581
919952,Il grande giorno,2022-12-22,6.772,6.22,321
347375,Mile 22,2018-08-16,23.674,6.22,2177
181533,Night at the Museum: Secret of the Tomb,2014-12-17,64.321,6.221,5770
441701,Veronica,2017-08-25,30.585,6.219,1703
138103,The Expendables 3,2014-08-07,56.668,6.219,4906
9604,Red Heat,1988-06-17,35.731,6.219,1416
8273,American Wedding,2003-08-01,51.088,6.2,4005
21786,Cold Prey,2006-10-13,18.714,6.218,396
13313,Beauty and the Beast: The Enchanted Christmas,1997-11-11,67.851,6.218,995
8851,The Blob,1958-09-10,16.052,6.218,593
1844,Entrapment,1999-04-29,43.878,6.2,1966
449563,Isn't It Romantic,2019-02-13,22.229,6.217,3439
11587,The Exorcist III,1990-08-17,28.539,6.217,739
9991,Mean Machine,2001-12-26,13.674,6.217,562
9804,Waterworld,1995-07-28,44.166,6.217,3622
11823,Wimbledon,2004-09-13,20.925,6.216,962
77950,Turbo,2013-07-11,42.549,6.215,3286
60935,The Thing,2011-10-12,32.063,6.214,2854
52015,Stake Land,2010-09-30,8.982,6.215,773
43933,Monsters,2010-06-18,19.336,6.2,1541
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,58.692,6.214,7347
14008,Cadet Kelly,2002-03-07,26.319,6.215,574
11587,The Exorcist III,1990-08-17,28.539,6.217,739
9828,Unknown,2006-11-03,16.554,6.215,412
159117,V/H/S/2,2013-06-06,26.113,6.214,1020
94562,Turkish for Beginners,2012-03-14,8.588,6.214,344
299054,Expend4bles,2023-09-15,111.685,6.213,1463
37834,Knight and Day,2010-06-15,27.387,6.2,4372
13934,Mater and the Ghostlight,2006-07-27,23.711,6.213,429
13811,Knowing,2009-03-19,54.811,6.213,5218
3604,Flash Gordon,1980-09-01,26.853,6.2,945
2086,Nick of Time,1995-11-22,12.011,6.213,711
338947,Hellraiser,2022-09-28,22.353,6.212,781
1724,The Incredible Hulk,2008-06-12,70.374,6.2,11598
582570,Sextuplets,2019-08-16,19.803,6.21,831
23759,Centurion,2010-02-15,22.878,6.211,1375
22907,Takers,2010-08-26,24.615,6.211,1237
10657,Needful Things,1993-08-27,17.938,6.211,524
428078,Mortal Engines,2018-11-27,35.108,6.21,4599
467,The Hole,2001-04-20,11.887,6.21,804
747687,The Catholic School,2021-10-07,13.775,6.209,404
371560,The Eyes of My Mother,2016-12-02,7.917,6.209,305
109439,The Hangover Part III,2013-05-23,34.538,6.208,8515
74725,Kill List,2011-09-02,18.12,6.209,754
23082,The Invention of Lying,2009-10-02,18.011,6.209,2057
10523,W.,2008-10-17,15.269,6.209,617
